Song	~High PP	Difficulty	★	#	Multi	~Actual PP	Total	Comments
 Zephyr - 	70.60	Hard	1.6★					
 Stay the Night - ft. Hayley Williams	70.60	Hard	1.77★					
 Unmissable - Gorgon City	70.60	Hard	1.66★					
 BLOODRED - D-selections	70.50	Hard	1.76★					
 Tokyo Takedown - Boomkitty, HeliXiX	70.50	Hard	1.77★					
 Wrong Side of Heaven - Five Finger Death Punch	70.50	Expert	1.69★					
 Waiting For Love - 	70.50	Expert+	1.76★					
 Get Schwifty (Andromulus Remix) - 	70.50	Hard	1.75★					
 Shia LaBeouf - Rob Cantor	70.50	Hard	1.73★					
 Africa - 	70.50	Normal	1.75★					
 Necro Fantasy - Jun.A	70.40	Hard	1.76★					
 Rhythm Heaven Fever - Flock Step - Nintendo	70.40	Hard	1.72★					
 Never Gonna Wake You Up (NilsOfficial Mashup) - 	70.40	Hard	1.76★					
 Holding Out for a Hero - Bonnie Tyler	70.40	Hard	1.77★					
 Fuck Her Gently - Tenacious D	70.40	Expert	1.71★					
 Resuscitated Hope (TV Version) - 	70.40	Hard	1.71★					
 Anywhere Is - 	70.40	Hard	1.7★					
 Sober - Tool	70.40	Expert	1.8★					
 Kyouran Hey Kids!! - Noragami Aragoto Opening	70.40	Hard	1.74★					
 Weird Machine (ft. Nevve) (Syrex Nightcore) - DROELOE	70.30	Hard	1.76★					
 Trndsttr - 	70.30	Hard	1.76★					
 Kiss Me - 	70.30	Normal	1.7★					
 This is America (1.2) - Childish Gambino	70.30	Hard	1.77★					
 Song of Storms METAL - 	70.30	Hard	1.76★					
 Sacred Shapes - 	70.30	Hard	1.74★					
 DotA - 	70.30	Hard	1.77★					
 Carne Vale - 	70.20	Expert	1.76★					
 Mahoutsukai no Yome OP - JUNNA - Here	70.20	Hard	1.68★					
 Black Betty - Caravan Palace Remix	70.20	Normal	1.74★					
 Our Wrenally - Chart by Kizuflux	70.10	Normal	1.72★					
 Metal Gear Solid 2 Skateboard Mix - Harry Gregson Williams	70.10	Normal	1.85★					
 Dangerous Night - 30 Seconds to Mars	70.10	Expert	1.69★					
 Furries - 	70.10	Hard	1.76★					
 Ultimate Ascension - Chart by Mystikmol	70.00	Normal	1.75★					
 This is America - 	70.00	Expert+	1.81★					
 Strawberry Skies - Tomatenmann	70.00	Hard	1.75★					
 Kiss of Death - Mika Nakashima x Hyde	70.00	Hard	1.75★					
 Savannah - Feat. Philly K	70.00	Expert	1.73★					
 Savannah - Feat. Philly K	70.00	Expert	1.73★					
 Black  - V2	69.90	Hard	1.74★					
 One Look - 	69.90	Expert	1.71★					
 Break - Cinematics	69.90	Normal	1.73★					
 Love Runs Out - OneRepublic	69.90	Hard	1.76★					
 gee kpop - Girls Generation (kpop)	69.90	Hard	1.73★					
 Who We Are - Carrot Bois	69.90	Hard	1.75★					
 Sober - Jez Dior	69.80	Hard	1.67★					
 This Is Gospel - Panic! At The Disco	69.80	Hard	1.74★					
 Cross Time - Brandy	69.80	Normal	1.75★					
 Lone Digger - 	69.80	Normal	1.72★					
 The Game Brass - Dracula's Castle - 	69.70	Hard	1.75★					
 History Maker - Dean Fujioka	69.70	Normal	1.74★					
 Parity - 	69.70	Hard	1.74★					
 Head Up High - TWRP	69.70	Hard	1.75★					
 Lift Yourself - Kanye West	69.70	Normal	1.74★					
 Donkey Kong - 	69.60	Hard	1.66★					
 Soldiers - Otherwise	69.50	Normal	1.74★					
 Earth Meets Water - PointedSprite	69.50	Expert	1.77★					
 Fake - Yvng Blvnt	69.50	Expert	1.73★					
 Pen Pineapple Apple Pen - 	69.50	Expert	1.69★					
 Disappear - 	69.50	Hard	1.74★					
 Disappear - 	69.50	Hard	1.74★					
 Fade Into Darkness - 	69.40	Expert	1.69★					
 Kids - MGMT	69.30	Hard	1.71★					
 Chemical Plant Zone - Sonic The Hedgehog 2	69.20	Hard	1.73★					
 What you Waiting For - 	69.20	Hard	1.71★					
 PAC-MAN POWER PILL -  - James, Richard D	69.20	Expert	1.79★					
 We Think We Know You - Bo Burnham	69.20	Expert	1.67★					
 Royals (Yinyues Remix) - Lorde	69.20	Normal	1.74★					
 Witchcraft - Pendulum	69.20	Hard	1.73★					
 Cookies! - 	69.10	Expert	1.67★					
 While I'm Alive - (Stoker)	69.10	Hard	1.72★					
 Beat it - Michael Jackson	69.10	Hard	1.7★					
 Felicity (feat. Hayley Gorman) - Felicity	69.10	Expert	1.73★					
 Bye Bye Bye - 	69.10	Hard	1.7★					
 Epoch (The Living Tombstone's Remix) - The Living Tombstone	69.10	Expert	1.85★					
 Flutter - Virtual Riot Feat Madi	69.10	Expert	1.68★					
 Chrome Vox - t+pazolite	69.00	Hard	1.65★					
 I'm a Morning Person - Julian Smith	69.00	Expert	1.73★					
 Ignite - K-391 & Alan Walker	69.00	Hard	1.72★					
 Ringside - Rhythm Heaven Fever - by Tsunku	68.90	Hard	1.65★					
 Dragostei Din Tei - O-Zone	68.90	Hard	1.73★					
 Dramophone - Made by Yoshirosama	68.90	Hard	1.64★					
 Back in Black - AC/DC	68.80	Hard	1.73★					
 The Pretender - Mapped By Knightmare	68.80	Expert	1.73★					
 I Want You - DJMAX	68.70	Hard	1.71★					
 Eyes on Fire-Dead Zed Remix - Blue Foundation	68.70	Expert	1.71★					
 September - 	68.70	Hard	1.66★					
 I Wanna Go - Britney Spears	68.70	Hard	1.67★					
 What's New Pussycat - 	68.70	Hard	1.65★					
 Bohemian Rhapsody - Queen	68.60	Hard	1.72★					
 Dragon Rider - Two Steps From Hell	68.60	Expert	1.68★					
 Overtime - Cash Cash	68.60	Expert	1.69★					
 Overtime - Cash Cash	68.60	Expert	1.69★					
 We Built this City - Starship	68.50	Hard	1.66★					
 Imagination - 	68.30	Expert	1.84★					
 Shia LaBeouf - Rob Cantor	68.30	Normal	1.65★					
 Toumei Elegy - (Mapped by Calijor)	68.20	Normal	1.71★					
 Jack The Ripper Vs Hannibal - BM	68.20	Hard	1.78★					
 Paracosm - Bassnectar	68.20	Hard	1.64★					
 GIRL LIKE YOU - maroon 5	68.10	Easy	1.7★					
 Tik Tok - 	68.10	Hard	1.7★					
 Pirate Legend - 	68.10	Expert	1.7★					
 Ievan Polkka - (VSNS Remix)	68.10	Hard	1.64★					
 Ievan Polkka - (VSNS Remix)	68.10	Hard	1.64★					
 Ievan Polkka - (VSNS Remix)	68.10	Hard	1.63★					
 Rhythm Heaven Fever - Remix 9 (ENG) - Nintendo / TSUNKU	68.00	Hard	1.69★					
 Shooter - 	68.00	Hard	1.71★					
 Party Till We Die - Timmy Trumpet (feat. Andrew WK)	68.00	Hard	1.69★					
 Wolves - Selena Gomes ft Marshmello	67.90	Normal	1.72★					
 You got curves,she got curves - Renard	67.90	Hard	1.69★					
 You got curves,she got curves - Renard	67.90	Hard	1.69★					
 Gourmet Race [Dubstep Remix] - ColBreakz	67.80	Easy	1.69★					
 Monster (DotEXE Remix) - Meg & Dia	67.80	Hard	1.69★					
 Akairo no Timemachine - Yunomi Remix	67.70	Expert	1.65★					
 Full Metal Jacket - 	67.70	Hard	1.7★					
 Happy Synthesizer  - Chart by Mystikmol	67.60	Hard	1.64★					
 Told Ya - 	67.60	Hard	1.69★					
 Portal - Still Alive (Uppermost Remix) - Uppermost	67.60	Hard	1.68★					
 Visions - Maroon 5	67.50	Hard	1.62★					
 Sick Boy (Prismo Remix) - The Chainsmokers	67.50	Hard	1.69★					
 The Wolf - SIAMÉS	67.50	Normal	1.66★					
 Sciernisko - 	67.40	Hard	1.56★					
 Gusty Garden Galaxy - Super Mario Galaxy	67.40	Expert	1.68★					
 Flash Funk - Marshmello Remix	67.40	Hard	1.68★					
 So What - 	67.40	Hard	1.64★					
 Do What U Want - (beatmap by Mr__Tomnus)	67.40	Hard	1.68★					
 Hare Hare Yukai - The Melancholy of Haruhi Suzumiya cast	67.30	Expert	1.65★					
 Insane Techniques - kors k	67.30	Normal	1.69★					
 Uptown Funk - Mark Ronson - Bruno Mars	67.30	Expert	1.7★					
 Final Remix - Rhythm Heaven Megamix	67.30	Hard	1.64★					
 Hey Brother - (Beatmap by Chandoggie)	67.30	Hard	1.68★					
 Human Leather Shoes for Crocodile Dandies - Caravan Palace	67.10	Hard	1.61★					
 Sorry for Now - Linkin Park - 	67.10	Expert	1.61★					
 The Merchant Guild - Junghwan Park	67.00	Hard	1.67★					
 Dragonborn - Skyrim	67.00	Hard	1.67★					
 My Demons - Starset	67.00	Expert	1.72★					
 Frisbee - 	67.00	Expert	1.68★					
 No Place - 	67.00	Expert	1.69★					
 DeLUX Jam - League of Legends Community	66.90	Hard	1.61★					
 Kill V. Maim - Grimes	66.90	Expert	1.67★					
 Polish Girl - Neon Indian	66.90	Hard	1.67★					
 Kalinka-malinka - Russian folk song	66.80	Expert	1.67★					
 Get Low - Dillon Francis & DJ Snake	66.80	Expert	1.65★					
 Supermassive Black Hole - Muse	66.70	Normal	1.66★					
 Celebration - 	66.70	Expert	1.67★					
 Running From the Cops feat. Armanni Reign - Charted By Moriik	66.70	Hard	1.67★					
 Lift Yourself - 	66.70	Expert	1.73★					
 Pong Dance - 	66.60	Normal	1.67★					
 Return to Slime - 	66.60	Expert	1.67★					
 In My Sleep - 	66.60	Expert	1.67★					
 In My Sleep - 	66.60	Expert	1.67★					
 Red Right Hand - Nicky Cave & The Bad Seeds	66.50	Normal	1.66★					
 The Way I Are - Timbaland	66.50	Hard	1.65★					
 Tunak Tunak Tun - 	66.50	Expert	1.67★					
 Sound of Where'd U Go - ILLENIUM, Said The Sky, 1788-L, Kerli	66.50	Expert	1.6★					
 Hero ft. Elizaveta (Da Tweekaz 'Guitar Hero' Mix) - Charted by Adoom	66.50	Normal	1.67★					
 Sometimes Things Get, Whatever - Deadmau5	66.50	Easy	1.66★					
 Nightmare for Machu - 	66.40	Expert	1.72★					
 Fire - 	66.40	Hard	1.66★					
 All Time Low (BOXINLION Remix) - Jon Bellion	66.40	Hard	1.61★					
 First Of The Year (Equinox) - 	66.40	Hard	1.56★					
 Epollo - Alon Mor	66.40	Expert	1.63★					
 Megitsune - Babymetal	66.30	Normal	1.72★					
 Sad - xxxTentacion	66.30	Expert	1.66★					
 Persona 4 Dance - Atlus	66.30	Expert	1.66★					
 Dante Jack Game - 	66.30	Easy	1.67★					
 Boku no Hero Academia OST - Rampaging Evil - Yuki Hayashi	66.30	Expert	1.66★					
 Trogdor - The Brothers Chaps	66.30	Expert	1.65★					
 Test Drive - John Powell	66.20	Normal	1.65★					
 Stay With Me  - Echos Remix 	66.20	Hard	1.8★					
 Real Or Fake - ShinRa-Bansho	66.10	Hard	1.64★					
 Let Mom Sleep - by Hideki Naganuma	66.10	Normal	1.65★					
 The Water Song - BottledWaterMatters	66.10	Hard	1.65★					
 I Love It - 	66.10	Hard	1.6★					
 Cooking by the Book Remix ft. Lil John - 	66.10	Expert	1.65★					
 Let It Happen - Tame Impala	66.00	Hard	1.65★					
 Hands Down (feat. Kayo Genesis) - TheBluff	66.00	Hard	1.67★					
 CHA-LA HEAD CHA-LA - 	65.90	Hard	1.66★					
 Fire - 	65.90	Hard	1.65★					
 Open - Rob Gasser & Insanlik3	65.90	Expert	1.63★					
 Graffiti - CHVRCHES	65.70	Normal	1.65★					
 Gladiator - Zayde Wolf	65.70	Expert	1.56★					
 Karate - 	65.70	Hard	1.64★					
 Netsky - Love has gone - Netsky	65.70	Hard	1.6★					
 Come Fly With Me - Frank Sinatra (Cover by Max Renner)	65.70	Expert	1.6★					
 Soldiers - Otherwise	65.60	Hard	1.65★					
 Stronger Than You - (Steven Universe)	65.60	Hard	1.56★					
 Snow Halation - by Muse	65.60	Hard	1.64★					
 Beelzeboss - The Final Showdown	65.60	Expert	1.66★					
 Seagulls! - (Stop It Now)	65.60	Hard	1.58★					
 Pon De Replay - Remix - feat. Elephant Man	65.60	Hard	1.64★					
 Thunder - Imagine Dragons	65.60	Expert	1.62★					
 Thunder - Imagine Dragons	65.60	Expert	1.62★					
 Thunder - Imagine Dragons	65.60	Expert	1.62★					
 Harmony (Short ver.) - RuneScape	65.50	Hard	1.59★					
 BTH2 - I Try - (Charted by M.Rappold)	65.50	Expert+	1.62★					
 Blow Me Away - Breaking Benjamin	65.50	Hard	1.62★					
 Deja Vu - Inital D	65.50	Hard	1.65★					
 We Think We Know You - Bo Burnham	65.40	Expert	1.62★					
 Wow Wow - V2	65.40	Hard	1.59★					
 What You Know - Two Door Cinema Club	65.40	Hard	1.62★					
 Closer ft. Halsey - 	65.40	Expert	1.63★					
 Drop The Game  - 	65.30	Hard	1.58★					
 lil peep - Benz Truck - 	65.30	Expert	1.75★					
 Cabinet Man - 	65.30	Hard	1.63★					
 First Layer - Kevin Penkin	65.20	Expert	1.61★					
 BTH2 - Control - (Charted by M.Rappold)	65.20	Expert	1.63★					
 Piercing the Sky - Souleye	65.20	Hard	1.62★					
 A Tiny Spaceship's Final Mission - Fantomenk	65.20	Hard	1.63★					
 I Like It - Cardi B	65.20	Hard	1.6★					
 Upside Down & Inside Out - Charted by SaltyStranger	65.20	Hard	1.57★					
 Crawl Outta Love (The Glitch Mob Remix) - 	65.20	Hard	1.55★					
 Without You - 	65.10	Hard	1.56★					
 Born to be alive - Born to be alive	65.10	Normal	1.64★					
 Diddy Kong Racing Title Theme - 	65.10	Expert	1.58★					
 Diddy Kong Racing Title Theme - 	65.10	Expert	1.58★					
 Good Old Days - Macklemore and Kesha	65.00	Expert	1.59★					
 The Avengers Theme Song - Marvel	65.00	Expert+	1.64★					
 Solid Snake - Anaconda	65.00	Expert	1.63★					
 Pandora - 	64.90	Expert	1.63★					
 Faded Cheap Thrills - Djs from Mars	64.90	Normal	1.55★					
 Goodbye to A World - by Porter Robinson	64.90	Expert	1.59★					
 Fade - 	64.90	Normal	1.59★					
 Vagrant - Feint ft. Veela	64.90	Normal	1.59★					
 Take On Me - a-ha	64.90	Expert	1.55★					
 Take On Me - a-ha	64.90	Expert	1.55★					
 Take On Me - a-ha	64.90	Expert	1.55★					
 Take On Me - a-ha	64.90	Expert	1.55★					
 Clint Eastwood - Gorillaz	64.80	Hard	1.61★					
 Sweet Victory - from "Band Geeks"	64.80	Expert	1.58★					
 Satisfaction - Benny Benassi	64.70	Expert	1.6★					
 Iter Impius - Pain Of Salvation	64.70	Hard	1.66★					
 TORN - Sen	64.70	Hard	1.62★					
 EC1-Rio - Netsky Feat. Digital Farm Animals	64.70	Hard	1.62★					
 Just Dance - 	64.70	Hard	1.53★					
 Elysium - Mendum	64.60	Expert	1.54★					
 Waiting For Love - Avicii	64.60	Normal	1.54★					
 Night is on my mind - Dillon Francis Remix	64.60	Expert	1.58★					
 The Queens Justice - Game of Thrones	64.60	Expert	1.58★					
 Attack on Titan - Roselia - Guren no Yumiya Cover	64.60	Hard	1.62★					
 Space Oddity - David Bowey	64.50	Expert	1.57★					
 Deja Vu - Inital D	64.50	Normal	1.55★					
 Devil Trigger-DMC5 - 	64.40	Normal	1.62★					
 Imperfection - Wolfgang Lohr & Balduin (feat Zouzoulectric)	64.40	Normal	1.62★					
 Skyfall - 	64.30	Hard	1.61★					
 Heavy Metal and Reflective - Azealia Banks	64.30	Normal	1.6★					
 Peanut Butter Jelly - Galantis	64.30	Expert	1.74★					
 Rocket Dog - 7 Seconds of Love	64.30	Normal	1.61★					
 Evangelion Opening -  A Cruel Angel's Thesis	64.30	Hard	1.57★					
 Hit The Top - 	64.30	Expert	1.6★					
 Drop It - Aero Chord	64.30	Hard	1.61★					
 Alien Legacy - 	64.30	Hard	1.72★					
 Drop It - Aero Chord	64.30	Hard	1.61★					
 Come With Me Now - Kongos	64.20	Normal	1.6★					
 Zzz - by Sasaki Sayaka	64.20	Hard	1.6★					
 I Took A Pill In Ibiza - Seeb Remix	64.20	Expert	1.54★					
 Ride On Shooting Star - by The Pillows	64.20	Hard	1.58★					
 Solitary Man - Solitary Man	64.20	Hard	1.61★					
 Pleasure (Live) - Justice	64.20	Hard	1.61★					
 Braindead - Mapped by 20/20 Gamer	64.20	Hard	1.55★					
 He's a pirate - Hans Zimmer & Klaus Badelt	64.20	Hard	1.62★					
 Gundam/Prologue -  by Harrison	64.20	Hard	1.57★					
 Haikei-Goodbye-Sayonara - Shingeki no Bahamut ED (TV Size)	64.20	Hard	1.6★					
 Braindead - Mapped by 20/20 Gamer	64.20	Hard	1.55★					
 He's a pirate - Hans Zimmer & Klaus Badelt	64.20	Hard	1.62★					
 Gundam/Prologue -  by Harrison	64.20	Hard	1.57★					
 Haikei-Goodbye-Sayonara - Shingeki no Bahamut ED (TV Size)	64.20	Hard	1.6★					
 Savior - by MoeTheLion	64.10	Hard	1.78★					
 Stand Out - Tevin Campbell	64.10	Normal	1.6★					
 Haikei-Goodbye-Sayonara - Shingeki no Bahamut ED (TV Size)	64.10	Hard	1.6★					
 More One Night (Assertive Bootleg Remix) - Chito (CV: Minase Inori), Yuuri (CV: Kubo Yurika)	64.00	Hard	1.5★					
 La Grange - ZZ Top	63.90	Normal	1.58★					
 FFVII - One Winged Angel - 	63.90	Expert	1.6★					
 A Stranger I Remain - 	63.90	Hard	1.6★					
 A Stranger I Remain - 	63.90	Hard	1.6★					
 Im sorry - by Swell	63.80	Hard	1.61★					
 Take On Me - a-ha	63.80	Expert	1.55★					
 Take On Me - a-ha	63.80	Expert	1.55★					
 Take On Me - a-ha	63.80	Expert	1.55★					
 Take On Me - a-ha	63.80	Expert	1.54★					
 Take On Me - a-ha	63.80	Expert	1.54★					
 Take On Me - a-ha	63.80	Expert	1.54★					
 Take On Me - a-ha	63.80	Expert	1.54★					
 Victor's Piano Solo - Danny Elfman, The Wild Conductor	63.70	Expert	1.54★					
 Gillette - 	63.70	Expert	1.57★					
 Derezzed - Tron: Legacy Soundtrack	63.70	Hard	1.54★					
 Senbonzakura (Short Ver.) - Kradness + Giga-P	63.60	Normal	1.59★					
 Let It Go - Frozen - Alex Boye  - (Africanized Tribal Cover) Ft. One Voice Children's Choir	63.60	Expert	1.55★					
 Call Me Maybe - 	63.60	Expert	1.54★					
 Beelzeboss - The Final Showdown	63.50	Hard	1.6★					
 TRON - Recognizer	63.50	Hard	1.53★					
 a starlit night - 	63.50	Hard	1.6★					
 Kryptonite - 	63.40	Hard	1.56★					
 Move On (Radio Edit) - Shingo Nakamura & Kazusa	63.40	Expert	1.59★					
 Burning Man - 	63.40	Hard	1.59★					
 LUVORATORRRRRY! - Reol feat.nqrse	63.40	Normal	1.54★					
 Burning Man - 	63.40	Hard	1.59★					
 LUVORATORRRRRY! - Reol feat.nqrse	63.40	Normal	1.54★					
 LUVORATORRRRRY! - Reol feat.nqrse	63.40	Normal	1.54★					
 Right Now - Van Halen	63.30	Hard	1.6★					
 Here It Goes Again - OK GO	63.30	Hard	1.59★					
 I Gotta Feeling - The Black Eyed Peas	63.30	Normal	1.58★					
 Badland - 	63.20	Expert	1.59★					
 Fubuki(TV size) - 	63.20	Expert	1.51★					
 Airlock Love - Waveshaper	63.20	Hard	1.51★					
 Shatter Me Feat. Lzzy Hale - Lindsey Stirling	63.10	Easy	1.58★					
 Legends Never Die - 	63.00	Hard	1.5★					
 MEME MEGAMASHUP 2 - daymanoursavior	63.00	Expert	1.57★					
 Bad Apple!! - 	63.00	Hard	1.58★					
 Superfly - 24K	62.90	Normal	1.59★					
 NRG - Duck Sauce	62.90	Expert	1.54★					
 Death to Disco - by Freeek	62.90	Hard	1.57★					
 Fire Hive - Knife Party	62.90	Hard	1.53★					
 Major Lazer - Particula - 	62.90	Normal	1.55★					
 Daft Punk - medley	62.90	Normal	1.57★					
 Hogwarts - 	62.90	Hard	1.58★					
 Youkoso Japari Park e - Kemono Friends OP	62.90	Normal	1.53★					
 Youkoso Japari Park e - Kemono Friends OP	62.90	Normal	1.53★					
 Anaconda - Nicki Manaj	62.90	Expert	1.46★					
 Tranz - Gorillaz	62.80	Expert	1.47★					
 JDC - (Map By QuiqueLocoXDDDD)	62.80	Expert	1.57★					
 JDC - (Map By QuiqueLocoXDDDD)	62.80	Expert	1.57★					
 C4 - Tobu - 	62.70	Hard	1.67★					
 C4 - Tobu - 	62.70	Hard	1.67★					
 Kiss of Death - 	62.60	Hard	1.57★					
 Shakedown - The Score	62.60	Hard	1.54★					
 Shakedown - The Score	62.60	Hard	1.54★					
 Limbo - Daddy Yankee	62.50	Normal	1.54★					
 CLANNAD - ed	62.50	Hard	1.54★					
 Attention - Charlie Puth	62.50	Hard	1.55★					
 Icarus - Madeon	62.50	Hard	1.55★					
 Icarus - Madeon	62.50	Hard	1.55★					
 Snakey Chantey  - Kumi Tanioka	62.30	Hard	1.56★					
 You Look So Good - Moe Shop	62.30	Hard	1.62★					
 Friction - Imagine Dragons	62.30	Expert	1.51★					
 Ruriirokingyo to Hanasyoubu - (nmk Eurobeat mix)	62.30	Hard	1.56★					
 The Fall - 	62.30	Normal	1.56★					
 Burn It Down - AWOLNATION	62.20	Normal	1.58★					
 Berserk - DJ S3rl ft Iceman	62.20	Normal	1.58★					
 I  - Chart by Mystikmol	62.20	Expert	1.56★					
 Blue (KNY Factory Remix) - Effeil 65	62.20	Hard	1.5★					
 Friday Night - Vigiland	62.10	Normal	1.51★					
 In the Air Tonight - Phil Collins	62.10	Normal	1.55★					
 Kung Fu Fighting - Carl Douglas	62.10	Normal	1.64★					
 Strangers Like Me - Phil Collins	62.00	Hard	1.52★					
 The Unknown - Heart of Courage REMIX	62.00	Expert	1.52★					
 Rich Love - One Republic and Seeb	62.00	Hard	1.56★					
 Stay the Night - ft. Hayley Williams	62.00	Normal	1.55★					
 Night of Nights (Flowering nights remix) - Night of Nights	62.00	Expert	1.55★					
 Shakedown - The Score	62.00	Hard	1.54★					
 The Dick Show Theme Song (VIP Remix) - 	61.90	Hard	1.54★					
 Universal Collapse -  Theme of Devourer of Gods (Final Form)	61.90	Hard	1.55★					
 Everybody Wants To Rule The World - by Tears for Fears	61.80	Hard	1.55★					
 Dirty Vibe - with Diplo, CL, & G-Dragon	61.80	Hard	1.55★					
 Snake Eater (Ladder Scene) - Norihiko Hibino	61.80	Easy	1.49★					
 Dokkin Summer Adventure - L.E.D.-G + Qrispy Joybox + ARM feat. Nanahira	61.80	Easy	1.54★					
 True Colors - Zedd, Ke$ha	61.80	Expert	1.54★					
 What If Im Hurt Again - Made by Yoshirosama	61.70	Hard	1.35★					
